"","AirPollutionLevel","Longitude","Latitude","Zone"
"96",16.450704,10.4106,43.7139,"Center"
"97",16.412256,11.9814,44.5265,"North"
"98",16.412103,11.2722,43.7731,"Center"
"99",16.392381,14.7894,41.1315,"South"
"100",16.348395,12.6559,45.9626,"North"
"101",16.316109,12.5686,41.8578,"Center"
"102",16.311538,8.29861,44.375,"North"
"103",16.25284,11.1053,43.8747,"Center"
"104",16.193181,11.0919,43.8728,"Center"
"105",16.165697,13.8306,41.49,"Center"
"106",16.09863,14.1483,42.5175,"Center"
"107",16.085492,13.2407,46.0661,"North"
"108",16.078352,16.8733,41.1233,"South"
"109",16.024758,9.01667,39.07,"South"
"110",15.971764,16.2314,39.075,"South"
"111",15.94686,14.2513,40.8542,"South"
"112",15.907594,13.5325,37.2919,"South"
"113",15.876228,8.96806,44.4049,"North"
"114",15.839436,12.0489,44.2192,"North"
"115",15.819689,12.9189,43.8933,"Center"
"116",15.761643,14.2347,42.4564,"Center"
"117",15.736056,14.401,40.9797,"South"
"118",15.69041,14.2131,42.4664,"Center"
"119",15.650969,11.4539,46.0518,"North"
"120",15.607734,12.4697,41.9475,"Center"
"121",15.484507,11.9422,44.7417,"North"
"122",15.48309,9.39583,45.8494,"North"
"123",15.131868,7.5382,44.3818,"North"
"124",15.124104,17.0103,39.1875,"South"
"125",15.091329,8.47722,44.3131,"North"
"126",15.082191,14.1378,42.3461,"Center"
"127",15.080459,11.8734,44.2856,"North"
"128",15.060773,11.0394,45.8924,"North"
"129",14.890705,16.8881,41.1136,"South"
"130",14.828651,8.4584,45.6894,"North"
"131",14.813218,14.3698,40.9411,"South"
"132",14.597667,11.355,44.4833,"North"
"133",14.419444,12.6592,41.9314,"Center"
"134",14.144797,16.2917,41.2317,"South"
"135",14.12912,12.2169,46.1414,"North"
"136",14.118232,13.3875,43.6333,"Center"
"137",14.081449,14.7024,40.711,"South"
"138",14,11.1262,46.0629,"North"
"139",13.988826,12.4753,41.8939,"Center"
"140",13.987294,17.1142,39.0681,"South"
"141",13.986339,16.9197,40.9533,"South"
"142",13.968149,9.83278,44.1128,"North"
"143",13.921568,8.2921,46.1276,"North"
"144",13.91204,8.48556,44.3153,"North"
"145",13.876055,13.7838,45.6206,"North"
"146",13.828729,8.2835,45.7132,"North"
"147",13.811495,8.43889,44.2725,"North"
"148",13.745098,10.245,43.8839,"Center"
"149",13.700549,12.345,41.8756,"Center"
"150",13.697142,10.2889,44.6575,"North"
"151",13.68879,16.2861,41.3167,"South"
"152",13.590794,16.3868,39.4896,"South"
"153",13.506337,13.5086,43.6117,"Center"
"154",13.499441,14.3781,41.0459,"South"
"155",13.40282,18.1767,40.3519,"South"
"156",13.386819,12.5572,43.3583,"Center"
"157",13.365621,15.5478,41.4539,"Center"
"158",13.36011,12.4475,41.9064,"Center"
"159",13.345341,18.1161,40.4589,"South"
"160",13.342711,14.3447,41.0844,"South"
"161",13.325,12.5069,41.9328,"Center"
"162",13.321839,12.4197,42.5519,"Center"
"163",13.271978,12.8583,42.4042,"Center"
"164",13.233009,12.4419,43.0889,"Center"
"165",13.208407,17.9478,40.6342,"South"
"166",13.192805,13.3419,43.5989,"Center"
"167",13.082385,17.2258,40.4886,"South"
"168",13.043946,10.8591,46.6195,"North"
"169",13.037463,17.9436,40.6508,"South"
"170",12.91573,11.8889,43.4611,"Center"
"171",12.900602,13.6163,45.937,"North"
"172",12.895184,10.4017,43.7389,"Center"
"173",12.880681,10.3297,43.5547,"Center"
"174",12.834254,8.0564,45.5588,"North"
"175",12.813698,14.2792,42.4214,"Center"
"176",12.805421,13.5221,45.8052,"North"
"177",12.761643,13.7261,42.6656,"Center"
"178",12.745214,16.2452,39.3134,"South"
"179",12.745098,12.7264,41.9956,"Center"
"180",12.723104,11.3401,46.4348,"North"
"181",12.597499,8.44565,44.2618,"North"
"182",12.590491,13.7661,45.6405,"North"
"183",12.57103,12.6275,43.9328,"Center"
"184",12.508426,10.1328,44.0311,"North"
"185",12.415895,15.0108,37.5157,"South"
"186",12.412574,8.38611,39.2033,"South"
"187",12.339181,11.2875,43.7867,"Center"
"188",12.310924,12.3747,43.1044,"Center"
"189",12.303136,12.9522,43.4681,"Center"
"190",12.211864,12.2058,43.1331,"Center"
"191",12.195266,11.1419,43.4728,"Center"
"192",12.194842,7.32965,45.7343,"North"
"193",12.18879,12.9461,41.5314,"Center"
"194",12.180952,9.49694,45.9131,"North"
"195",12.081874,16.5603,40.8278,"South"
"196",12.035478,18.1731,40.3644,"South"
"197",12.003257,12.6186,43.3178,"Center"
"198",11.996856,13.4864,45.7316,"North"
"199",11.930872,13.6194,42.8486,"Center"
"200",11.913141,14.3493,40.8159,"South"
"201",11.872528,8.41139,44.2939,"North"
"202",11.859784,17.2842,40.9614,"South"
"203",11.77579,8.43028,39.1772,"South"
"204",11.748618,12.1092,42.4219,"Center"
"205",11.741241,9.00889,39.0667,"South"
"206",11.731288,14.8246,40.8355,"South"
"207",11.626702,14.7697,40.6839,"South"
"208",11.593811,15.1909,37.1561,"South"
"209",11.531528,17.2903,40.9567,"South"
"210",11.52676,12.5764,43.3528,"Center"
"211",11.450813,15.8674,40.3242,"South"
"212",11.43377,9.13639,39.2606,"South"
"213",11.386627,13.6744,41.67,"Center"
"214",11.386301,13.3831,42.3642,"Center"
"215",11.385057,9.0524,44.7633,"North"
"216",11.361445,12.4681,43.0669,"Center"
"217",11.3553,12.7133,42.7447,"Center"
"218",11.347222,8.5655,45.9303,"North"
"219",11.258942,16.2552,38.2298,"South"
"220",11.186789,8.20694,44.0519,"North"
"221",11.125,12.2664,41.8894,"Center"
"222",11.108143,8.20648,44.3973,"North"
"223",11.054624,14.3312,41.078,"South"
"224",10.963691,15.4408,41.5467,"Center"
"225",10.76246,10.3725,46.4703,"North"
"226",10.677731,17.2633,40.4606,"South"
"227",10.671348,12.1367,42.7372,"Center"
"228",10.670336,13.6747,43.3356,"Center"
"229",10.657619,15.8914,40.2884,"South"
"230",10.630769,15.6388,38.105,"South"
"231",10.598019,13.3465,38.1307,"South"
"232",10.573731,14.2545,40.8637,"South"
"233",10.560865,15.9007,40.3349,"South"
"234",10.531323,15.7227,41.0671,"South"
"235",10.52528,7.32417,45.7358,"North"
"236",10.51532,9.85778,44.1067,"North"
"237",10.48354,16.5792,38.9183,"South"
"238",10.328729,11.865,42.7447,"Center"
"239",10.279557,9.84278,44.1178,"North"
"240",10.133144,11.1192,42.7786,"Center"
"241",10.110787,12.7372,42.7397,"Center"
"242",10.085147,17.2536,40.5211,"South"
"243",9.985994,8.1598,45.6642,"North"
"244",9.75614,14.9758,40.6111,"South"
"245",9.668828,13.4286,43.285,"Center"
"246",9.624309,11.7844,42.1022,"Center"
"247",9.532763,10.3217,43.52,"Center"
"248",9.470236,16.6692,38.8705,"South"
"249",9.400576,12.6117,43.2739,"Center"
"250",9.323119,11.9,42.161,"Center"
"251",9.043956,12.9619,42.5725,"Center"
"252",8.974929,15.9548,40.3156,"South"
"253",8.671012,16.2345,38.3909,"South"
"254",8.478551,16.2952,38.9596,"South"
"255",8.456095,16.0802,38.6646,"South"
"256",8.425401,14.8045,40.6614,"South"
"257",8.388059,11.8177,42.0989,"Center"
"258",8.324068,13.6004,37.2993,"South"
"259",7.943977,12.5469,43.3675,"Center"
"260",7.927759,14.2815,37.5641,"South"
"261",7.631545,14.1794,40.7989,"South"
"262",7.569034,8.40528,40.8314,"South"
"263",7.416438,14.1036,41.7794,"Center"
"264",6.647801,9.21639,39.8425,"South"
"265",6.122023,10.9261,44.15,"North"
"266",6.028785,8.77306,40.2564,"South"
"267",5.795681,13.3367,42.9006,"Center"
"268",5.447206,8.57611,40.7244,"South"
"269",4.83182,8.99222,44.3964,"North"
