"","AirPollutionLevel","Longitude","Latitude","Zone"
"501",9.447418,12.42,44.0131,"North"
"502",9.43683,11.9358,42.1522,"Center"
"503",9.425429,8.20648,44.3973,"North"
"504",9.371002,17.4239,40.5378,"South"
"505",9.362412,11.0378,45.59,"North"
"506",9.273719,14.5256,41.4189,"Center"
"507",9.156663,12.6186,43.3178,"Center"
"508",9.086391,15.2491,38.1906,"South"
"509",9.059578,16.4962,40.4858,"South"
"510",9.023253,17.2033,40.5625,"South"
"511",8.916385,18.0056,40.4856,"South"
"512",8.82787,8.40528,40.8314,"South"
"513",8.817212,15.7876,41.046,"South"
"514",8.674807,12.5469,43.3675,"Center"
"515",8.671025,8.1695,44.4122,"North"
"516",8.662967,15.0968,41.156,"South"
"517",8.653652,13.3831,42.3642,"Center"
"518",8.548803,16.2552,38.2298,"South"
"519",8.432965,13.4864,45.7316,"North"
"520",8.421841,12.4197,42.5519,"Center"
"521",8.311749,12.6275,43.9328,"Center"
"522",8.274312,13.5325,37.2919,"South"
"523",8.254354,8.60528,39.8853,"South"
"524",8.188809,11.3239,43.7892,"Center"
"525",8.14671,15.2205,37.2184,"South"
"526",8.086379,14.2089,41.7594,"Center"
"527",8.081749,8.54139,39.3111,"South"
"528",8.042415,17.8464,40.4233,"South"
"529",7.927995,15.9046,40.3141,"South"
"530",7.922043,9.69444,40.575,"South"
"531",7.807191,14.1378,42.3461,"Center"
"532",7.792237,14.2792,42.4214,"Center"
"533",7.726524,9.0325,40.2372,"South"
"534",7.665773,13.6747,43.3356,"Center"
"535",7.511061,17.2839,40.4119,"South"
"536",7.3899,13.5431,45.843,"North"
"537",7.354705,11.9086,42.1578,"Center"
"538",7.295917,14.734,36.9171,"South"
"539",7.243413,17.4158,40.7428,"South"
"540",7.225189,8.52139,39.1656,"South"
"541",7.049692,15.2087,37.094,"South"
"542",6.977983,8.38611,39.2033,"South"
"543",6.680579,16.0802,38.6646,"South"
"544",6.624912,12.1367,42.7372,"Center"
"545",6.53843,17.9645,40.4185,"South"
"546",6.463248,8.39389,40.8319,"South"
"547",6.456113,9.01528,39.4436,"South"
"548",6.382993,8.36028,40.815,"South"
"549",6.158772,15.1288,37.1824,"South"
"550",6.089979,11.865,42.7447,"Center"
"551",6.02901,16.5471,40.6867,"South"
"552",6.019811,9.49694,45.9131,"North"
"553",5.964393,15.4408,41.5467,"Center"
"554",5.938822,11.7932,42.1373,"Center"
"555",5.912799,15.8729,40.6439,"South"
"556",5.781253,12.3608,46.1625,"North"
"557",5.770767,7.2454,45.4302,"North"
"558",5.720253,12.9522,43.4681,"Center"
"559",5.65136,13.6744,41.67,"Center"
"560",5.640236,13.688,37.9779,"South"
"561",5.579555,8.32472,40.5533,"South"
"562",5.564573,16.194,39.7138,"South"
"563",5.524443,12.4017,43.9081,"Center"
"564",5.516361,11.9109,42.2686,"Center"
"565",5.47071,8.2559,46.3148,"North"
"566",5.407699,9.89778,44.1831,"North"
"567",5.389452,15.8674,40.3242,"South"
"568",5.382652,11.9,42.161,"Center"
"569",5.360021,15.2714,38.1746,"South"
"570",5.359077,8.77306,40.2564,"South"
"571",4.982245,15.3015,38.183,"South"
"572",4.95613,12.9619,42.5725,"Center"
"573",4.883105,13.4894,42.33,"Center"
"574",4.598023,13.3367,42.9006,"Center"
"575",4.559852,9.36693,44.7347,"North"
"576",4.519635,10.958,46.0825,"North"
"577",4.502103,8.4325,39.2242,"South"
"578",4.379727,8.43028,39.1772,"South"
"579",4.124005,8.39,39.2086,"South"
"580",4.098515,14.0678,42.3581,"Center"
"581",4.055684,10.8817,43.2478,"Center"
"582",3.848196,15.9007,40.3349,"South"
"583",3.813893,10.4303,44.2997,"North"
"584",3.775696,13.6004,37.2993,"South"
"585",3.701937,10.9261,44.15,"North"
"586",3.690753,14.3558,42.2931,"Center"
"587",3.481674,11.7426,42.16,"Center"
"588",3.410567,6.97778,45.7292,"North"
"589",3.190684,11.5692,45.8483,"North"
"590",3.189126,14.2815,37.5641,"South"
"591",3.184738,15.275,38.1605,"South"
"592",3.173368,15.8914,40.2884,"South"
"593",3.152819,12.2247,43.9275,"Center"
"594",3.105409,15.9548,40.3156,"South"
"595",3.066276,11.4332,46.5897,"North"
"596",3.039042,11.0942,42.6706,"Center"
"597",2.676873,16.6692,38.8705,"South"
"598",1.993648,16.2345,38.3909,"South"
"599",1.753767,13.3508,42.4128,"Center"
"600",1.677262,8.27528,40.8092,"South"
"601",1.558189,11.9017,43.6603,"Center"
"602",0.781354,9.21639,39.8425,"South"
"603",0.535388,14.0289,42.1194,"Center"
